Brend,Cena,Godiste,Gorivo,Karoserija,Kilometraza,Kubikaza,Model,Snaga
AUDI,4990,2005,Dizel ,Limuzina ,298000,1968,A6,140
AUDI,3000,2003,Dizel ,Limuzina ,270000,1900,A6,131
AUDI,7500,2011,Benzin ,Limuzina ,230000,2798,A6,189
AUDI,6000,2005,Benzin + Gas (TNG) ,Limuzina ,220000,2400,A6,177
AUDI,6200,2006,Dizel ,Limuzina ,256300,1998,A6,140
AUDI,17990,2012,Dizel ,Limuzina ,209290,1968,A6,177
AUDI,6500,2006,Dizel ,Limuzina ,280000,2000,A6,140
AUDI,5499,2004,Dizel ,Limuzina ,201612,1997,A6,140
AUDI,2300,2002,Dizel ,Limuzina ,190000,2500,A6,189
AUDI,3500,2003,Dizel ,Limuzina ,270000,2500,A6,179
AUDI,7499,2008,Dizel ,Karavan ,245605,1998,A6,140
AUDI,6700,2005,Dizel ,Limuzina ,265000,2000,A6,140
AUDI,6200,2005,Dizel ,Limuzina ,288000,2000,A6,140
AUDI,3100,2001,Dizel ,Limuzina ,238000,1896,A6,110
AUDI,2700,2000,Dizel ,Limuzina ,272228,2500,A6,150
AUDI,12700,2011,Dizel ,Karavan ,251000,1997,A6,177
AUDI,1999,1999,Dizel ,Karavan ,222000,2500,A6,150
AUDI,14400,2012,Dizel ,Limuzina ,247445,1968,A6,177
AUDI,15850,2014,Dizel ,Karavan ,198000,1998,A6,165
AUDI,9500,2010,Dizel ,Limuzina ,210000,1998,A6,170
AUDI,3499,2003,Benzin + Gas (TNG) ,Limuzina ,270000,1984,A6,128
AUDI,7990,2009,Dizel ,Karavan ,172801,1986,A6,170
AUDI,13999,2013,Dizel ,Karavan ,197500,2000,A6,163
AUDI,7500,2006,Dizel ,Limuzina ,260000,1998,A6,136
AUDI,5190,2007,Benzin ,Karavan ,181300,1984,A6,170
AUDI,5490,2006,Dizel ,Karavan ,187000,1968,A6,136
AUDI,6299,2005,Dizel ,Limuzina ,212000,1968,A6,140
AUDI,17900,2015,Dizel ,Karavan ,177148,1968,A6,190
AUDI,19490,2012,Dizel ,Limuzina ,240000,1968,A6,177
AUDI,24990,2015,Dizel ,Limuzina ,32000,1968,A6,150
AUDI,1999,2004,Dizel ,Karavan ,190000,2496,A6,179
AUDI,7590,2008,Dizel ,Limuzina ,222000,1998,A6,140
AUDI,8990,2010,Dizel ,Karavan ,190929,1968,A6,136
AUDI,12700,2011,Dizel ,Karavan ,243000,1997,A6,177
AUDI,16900,2014,Dizel ,Limuzina ,196000,1998,A6,177
AUDI,10500,2009,Dizel ,Limuzina ,177642,1968,A6,170
AUDI,7899,2007,Dizel ,Limuzina ,185000,1998,A6,140
AUDI,4800,2007,Dizel ,Karavan ,207850,1968,A6,140
AUDI,17499,2014,Dizel ,Limuzina ,179000,1969,A6,136
AUDI,13800,2014,Dizel ,Karavan ,198000,1980,A6,136
AUDI,5950,2005,Dizel ,Limuzina ,310500,1998,A6,140
AUDI,17799,2015,Dizel ,Karavan ,177000,1986,A6,190
AUDI,2299,2001,Dizel ,Karavan ,274000,2500,A6,155
AUDI,6499,2007,Benzin ,Karavan ,248000,2000,A6,170
AUDI,6999,2007,Dizel ,Karavan ,205000,1986,A6,141
AUDI,16900,2014,Dizel ,Limuzina ,185400,2000,A6,177
AUDI,6100,2004,Dizel ,Limuzina ,220000,2000,A6,140
AUDI,8300,2009,Dizel ,Limuzina ,238500,1998,A6,136
AUDI,6800,2008,Dizel ,Limuzina ,228000,1998,A6,139
AUDI,1900,1997,Benzin + Gas (TNG) ,Limuzina ,375000,2400,A6,165
AUDI,1700,2000,Dizel ,Karavan ,370000,2500,A6,179
AUDI,8850,2011,Dizel ,Karavan ,288852,1968,A6,170
AUDI,2400,1997,Benzin + Gas (TNG) ,Limuzina ,320000,2400,A6,165
AUDI,6800,2005,Dizel ,Limuzina ,288000,1968,A6,140
AUDI,6300,2007,Dizel ,Karavan ,290635,2967,A6,232
AUDI,4350,2005,Dizel ,Karavan ,288000,2996,A6,224
AUDI,7150,2008,Dizel ,Karavan ,230000,2000,A6,140
AUDI,2000,2001,Dizel ,Karavan ,280000,2496,A6,179
AUDI,7500,2008,Dizel ,Karavan ,259000,3000,A6,232
AUDI,9800,2011,Dizel ,Karavan ,198000,1995,A6,136
AUDI,1500,2000,Benzin ,Limuzina ,180000,2400,A6,165
AUDI,2300,2000,Benzin ,Karavan ,215000,2700,A6,250
AUDI,2750,2001,Dizel ,Karavan ,286000,2480,A6,162
AUDI,6999,2006,Dizel ,Limuzina ,287000,2000,A6,140
AUDI,8600,2010,Dizel ,Karavan ,220000,1990,A6,170
AUDI,3950,2003,Dizel ,Karavan ,198786,1900,A6,131
AUDI,5700,2005,Dizel ,Limuzina ,273000,1995,A6,140
AUDI,3999,2002,Dizel ,Limuzina ,325000,1896,A6,131
AUDI,999,2002,Dizel ,Karavan ,215488,2495,A6,179
AUDI,4999,2005,Dizel ,Limuzina ,212458,2996,A6,223
AUDI,5999,2005,Dizel ,Karavan ,185500,2967,A6,224
AUDI,5999,2007,Dizel ,Karavan ,235325,1968,A6,136
AUDI,1999,1998,Dizel ,Limuzina ,277000,2500,A6,150
AUDI,2600,2002,Dizel ,Limuzina ,280000,2497,A6,179
AUDI,20000,2014,Dizel ,Limuzina ,113261,1968,A6,177
AUDI,6499,2005,Dizel ,Limuzina ,220000,3000,A6,224
AUDI,6700,2007,Dizel ,Karavan ,265000,2000,A6,139
AUDI,5350,2005,Dizel ,Limuzina ,210000,1998,A6,139
AUDI,5700,2007,Dizel ,Karavan ,250000,2000,A6,139
AUDI,3000,2002,Dizel ,Limuzina ,250000,1898,A6,116
AUDI,22990,2016,Dizel ,Limuzina ,178224,1968,A6,150
AUDI,16990,2012,Dizel ,Limuzina ,160000,2998,A6,245
AUDI,24999,2015,Dizel ,Limuzina ,149000,2998,A6,272
AUDI,3999,2006,Dizel ,Limuzina ,235689,2986,A6,224
AUDI,6200,2004,Dizel ,Limuzina ,268500,1999,A6,140
AUDI,3950,2001,Dizel ,Limuzina ,305000,1896,A6,131
AUDI,7990,2009,Dizel ,Karavan ,238000,1998,A6,170
AUDI,6700,2007,Dizel ,Limuzina ,202000,1990,A6,140
AUDI,9900,2010,Dizel ,Limuzina ,218000,1997,A6,136
AUDI,2800,1998,Dizel ,Limuzina ,361053,1896,A6,90
AUDI,14500,2011,Dizel ,Limuzina ,170500,1968,A6,177
AUDI,5700,2005,Dizel ,Karavan ,266000,1998,A6,139
AUDI,7200,2008,Dizel ,Karavan ,280000,1998,A6,140
AUDI,5850,2006,Dizel ,Limuzina ,290000,1968,A6,140
AUDI,22499,2015,Dizel ,Limuzina ,134954,1968,A6,190
AUDI,2650,2003,Dizel ,Karavan ,242000,2500,A6,150
AUDI,8900,2010,Dizel ,Karavan ,182000,2000,A6,170
AUDI,14999,2011,Dizel ,Limuzina ,212000,2996,A6,204
AUDI,6500,2005,Dizel ,Limuzina ,256000,1998,A6,140
AUDI,6300,2006,Dizel ,Karavan ,333000,3000,A6,223
AUDI,4700,2006,Benzin + Gas (TNG) ,Limuzina ,320000,2400,A6,177
AUDI,7999,2008,Dizel ,Limuzina ,169800,1968,A6,140
AUDI,9999,2010,Dizel ,Limuzina ,195875,1968,A6,136
AUDI,6599,2006,Dizel ,Limuzina ,200000,1999,A6,140
AUDI,9500,2009,Dizel ,Limuzina ,183859,1968,A6,140
AUDI,2500,2000,Benzin + Gas (TNG) ,Limuzina ,360000,1798,A6,150
AUDI,5500,2005,Dizel ,Limuzina ,230000,2700,A6,179
AUDI,12800,2009,Dizel ,Limuzina ,268000,3000,A6,238
AUDI,1700,1996,Dizel ,Limuzina ,406000,2500,A6,116
AUDI,5300,2005,Dizel ,Limuzina ,300000,3000,A6,223
AUDI,5900,2005,Dizel ,Limuzina ,350000,2000,A6,140
AUDI,2200,1998,Benzin + Gas (TNG) ,Limuzina ,364000,2400,A6,165
AUDI,12000,2007,Dizel ,Limuzina ,208000,2998,A6,238
AUDI,27000,2016,Dizel ,Limuzina ,145000,2998,A6,218
AUDI,22499,2015,Dizel ,Limuzina ,151400,1968,A6,190
AUDI,5999,2006,Dizel ,Karavan ,303250,2998,A6,232
AUDI,19500,2013,Dizel ,Limuzina ,125000,2000,A6,177
AUDI,5000,2007,Benzin ,Limuzina ,280000,2396,A6,178
AUDI,3000,2004,Dizel ,Limuzina ,300500,3000,A6,223
AUDI,2000,2000,Dizel ,Limuzina ,390000,2500,A6,150
AUDI,22500,2016,Dizel ,Karavan ,171720,1986,A6,189
AUDI,6500,2006,Dizel ,Limuzina ,1986,2000,A6,140
AUDI,3500,2004,Dizel ,Limuzina ,286000,3000,A6,223
AUDI,24000,2015,Dizel ,Limuzina ,195000,1968,A6,190
AUDI,10000,2011,Dizel ,Limuzina ,197700,1986,A6,136
AUDI,1999,2001,Benzin ,Karavan ,190000,2400,A6,156
AUDI,2000,2002,Dizel ,Karavan ,313200,2500,A6,179
AUDI,9300,2009,Dizel ,Limuzina ,248000,2000,A6,136
AUDI,5900,2006,Dizel ,Karavan ,217000,2000,A6,140
AUDI,7300,2010,Dizel ,Karavan ,197290,1968,A6,136
AUDI,5500,2005,Dizel ,Limuzina ,257000,2000,A6,140
AUDI,29199,2015,Dizel ,Limuzina ,150000,2000,A6,190
AUDI,13200,2010,Dizel ,Karavan ,223240,1998,A6,170
AUDI,8400,2009,Dizel ,Limuzina ,234000,1998,A6,140
AUDI,6000,2005,Dizel ,Limuzina ,260000,2000,A6,140
AUDI,15000,2012,Dizel ,Limuzina ,220000,3000,A6,260
AUDI,13990,2012,Dizel ,Limuzina ,240000,2980,A6,245
AUDI,2300,2001,Dizel ,Karavan ,200000,2496,A6,179
AUDI,4700,2005,Benzin ,Limuzina ,272000,2393,A6,177
AUDI,3200,2002,Dizel ,Karavan ,297000,1900,A6,120
AUDI,15500,2012,Dizel ,Limuzina ,247000,2000,A6,177
AUDI,5999,2006,Dizel ,Karavan ,199000,2700,A6,189
AUDI,2999,2001,Dizel ,Karavan ,258653,1900,A6,131
AUDI,15500,2011,Dizel ,Limuzina ,225000,1996,A6,177
AUDI,12650,2013,Dizel ,Karavan ,100000,1968,A6,177
AUDI,10750,2009,Dizel ,Limuzina ,191000,1998,A6,136
AUDI,6600,2006,Dizel ,Limuzina ,250000,2000,A6,139
AUDI,10400,2010,Dizel ,Limuzina ,342000,1968,A6,170
AUDI,9200,2010,Dizel ,Limuzina ,245000,2000,A6,170
AUDI,1025,1995,Benzin + Gas (TNG) ,Karavan ,280341,2600,A6,150
AUDI,7300,2006,Dizel ,Limuzina ,360876,2000,A6,139
AUDI,3400,2005,Dizel ,Limuzina ,250000,2998,A6,224
AUDI,3000,2001,Dizel ,Limuzina ,372000,1900,A6,116
AUDI,16800,2013,Dizel ,Limuzina ,185000,1998,A6,177
AUDI,8300,2010,Dizel ,Karavan ,270000,1998,A6,170
AUDI,3100,2003,Dizel ,Limuzina ,210000,1900,A6,136
AUDI,8750,2012,Dizel ,Karavan ,215000,3000,A6,245
AUDI,9990,2010,Dizel ,Limuzina ,185468,1968,A6,136
AUDI,9850,2010,Dizel ,Karavan ,162637,1968,A6,136
AUDI,7450,2008,Dizel ,Limuzina ,171000,1968,A6,140
AUDI,2850,2002,Benzin + Gas (TNG) ,Limuzina ,365000,2393,A6,165
AUDI,1999,2001,Dizel ,Karavan ,250000,2496,A6,150
AUDI,6199,2004,Dizel ,Limuzina ,300000,3000,A6,224
AUDI,6600,2005,Dizel ,Limuzina ,210000,2000,A6,139
AUDI,4900,2004,Benzin + Gas (TNG) ,Limuzina ,250000,2393,A6,177
AUDI,7700,2005,Dizel ,Limuzina ,214500,1998,A6,140
AUDI,6900,2009,Dizel ,Karavan ,199298,1968,A6,136
AUDI,5600,2005,Dizel ,Limuzina ,299000,1998,A6,140
AUDI,899,2003,Dizel ,Karavan ,253800,2486,A6,179
AUDI,5150,2005,Dizel ,Limuzina ,303000,1980,A6,140
AUDI,10200,2009,Dizel ,Limuzina ,225000,2000,A6,136
AUDI,17900,2014,Dizel ,Limuzina ,159000,1968,A6,140
AUDI,22190,2015,Dizel ,Karavan ,173000,1968,A6,190
AUDI,9500,2008,Dizel ,Limuzina ,187000,1998,A6,140
AUDI,12800,2016,Dizel ,Karavan ,153086,1968,A6,150
AUDI,2600,2001,Dizel ,Karavan ,272000,2490,A6,155
AUDI,5950,2007,Dizel ,Limuzina ,227000,2000,A6,139
AUDI,2700,1999,Dizel ,Limuzina ,450000,1900,A6,114
AUDI,9200,2007,Dizel ,Limuzina ,115000,2000,A6,140
AUDI,3600,2002,Benzin ,Limuzina ,236000,1800,A6,150
AUDI,21500,2014,Dizel ,Karavan ,133854,1968,A6,190
AUDI,5450,2006,Dizel ,Karavan ,224000,1968,A6,140
AUDI,2200,1998,Dizel ,Limuzina ,338766,2496,A6,150
AUDI,2900,2003,Dizel ,Karavan ,330000,2500,A6,179
AUDI,9660,2010,Dizel ,Karavan ,254000,1956,A6,190
AUDI,15200,2011,Dizel ,Limuzina ,127980,1986,A6,163
AUDI,5250,2006,Dizel ,Limuzina ,300000,2000,A6,140
AUDI,4050,2002,Dizel ,Limuzina ,308000,1900,A6,129
AUDI,1150,2000,Dizel ,Karavan ,280000,2500,A6,179
AUDI,5600,2007,Dizel ,Karavan ,265000,2000,A6,140
AUDI,12000,2010,Dizel ,Limuzina ,246000,1968,A6,136
AUDI,1500,2002,Dizel ,Limuzina ,280000,2496,A6,159
AUDI,16500,2012,Dizel ,Limuzina ,195000,2000,A6,177
AUDI,900,1994,Benzin ,Limuzina ,315000,1958,A6,116
AUDI,5200,2005,Dizel ,Limuzina ,420000,3000,A6,231
AUDI,10200,2009,Dizel ,Limuzina ,293665,1998,A6,170
AUDI,7300,2006,Dizel ,Limuzina ,250000,2000,A6,140
AUDI,14500,2012,Dizel ,Karavan ,256000,2000,A6,177
AUDI,22200,2016,Dizel ,Karavan ,190000,1968,A6,190
AUDI,5550,2005,Dizel ,Karavan ,255000,2000,A6,140
AUDI,3200,2002,Benzin + Gas (TNG) ,Limuzina ,325000,1798,A6,150
AUDI,16700,2013,Dizel ,Limuzina ,211224,1968,A6,177
AUDI,8400,2008,Dizel ,Limuzina ,245000,1998,A6,137
AUDI,3000,2001,Dizel ,Limuzina ,1111,1980,A6,116
AUDI,1000,1995,Dizel ,Limuzina ,298121,2498,A6,133
AUDI,6300,2008,Dizel ,Karavan ,244000,2000,A6,140
AUDI,7500,2010,Dizel ,Karavan ,230000,2000,A6,140
AUDI,3500,1998,Dizel ,Limuzina ,290000,1998,A6,105
AUDI,5500,2006,Dizel ,Limuzina ,334000,2967,A6,275
AUDI,22900,2016,Dizel ,Limuzina ,114000,1968,A6,190
AUDI,9000,2009,Dizel ,Limuzina ,215000,1999,A6,136
AUDI,1950,2001,Dizel ,Limuzina ,300000,2500,A6,184
AUDI,4900,2007,Benzin ,Karavan ,270000,2000,A6,170
AUDI,8550,2009,Dizel ,Limuzina ,199869,1998,A6,136
AUDI,14500,2012,Dizel ,Limuzina ,265000,1968,A6,177
AUDI,6700,2007,Dizel ,Karavan ,194200,1968,A6,140
AUDI,12999,2014,Dizel ,Karavan ,213000,1998,A6,190
AUDI,2790,2003,Dizel ,Karavan ,205300,2500,A6,179
AUDI,17400,2013,Dizel ,Limuzina ,200000,1997,A6,177
AUDI,12000,2010,Dizel ,Limuzina ,89561,1968,A6,170
AUDI,14700,2013,Dizel ,Karavan ,157127,1968,A6,177
AUDI,6000,2007,Dizel ,Karavan ,240000,1998,A6,140
AUDI,10500,2009,Dizel ,Limuzina ,208625,1997,A6,136
AUDI,22500,2015,Dizel ,Limuzina ,165000,1968,A6,190
AUDI,6450,2006,Dizel ,Limuzina ,240000,2700,A6,189
AUDI,6199,2006,Dizel ,Limuzina ,283000,2000,A6,139
AUDI,8500,2008,Dizel ,Limuzina ,193000,1968,A6,140
AUDI,27300,2016,Dizel ,Limuzina ,158835,1968,A6,190
AUDI,7350,2007,Dizel ,Limuzina ,276000,1968,A6,140
AUDI,14900,2012,Dizel ,Limuzina ,229000,2998,A6,245
AUDI,28990,2016,Dizel ,Limuzina ,142000,1968,A6,190
AUDI,4999,2005,Dizel ,Limuzina ,366321,1986,A6,140
AUDI,5900,2005,Dizel ,Limuzina ,310000,3000,A6,224
AUDI,3700,2006,Dizel ,Karavan ,350000,2998,A6,239
AUDI,5500,2007,Dizel ,Karavan ,230000,1968,A6,140
AUDI,1800,1995,Dizel ,Limuzina ,300000,2461,A6,116
AUDI,6300,2005,Dizel ,Limuzina ,265000,1997,A6,140
AUDI,25999,2016,Dizel ,Limuzina ,27000,1968,A6,190
AUDI,18300,2014,Dizel ,Limuzina ,120702,1999,A6,136
AUDI,1700,2003,Dizel ,Karavan ,225777,2496,A6,163
AUDI,19500,2015,Dizel ,Limuzina ,280000,3000,A6,272
AUDI,2500,1999,Dizel ,Limuzina ,280000,1900,A6,117
AUDI,11200,2009,Benzin ,Limuzina ,186500,2990,A6,294
AUDI,5900,2006,Dizel ,Karavan ,240000,2000,A6,140
AUDI,8100,2009,Dizel ,Karavan ,220000,1968,A6,170
AUDI,4699,2005,Dizel ,Karavan ,320000,2698,A6,163
AUDI,18500,2014,Dizel ,Limuzina ,163000,2968,A6,245
AUDI,6300,2009,Dizel ,Limuzina ,301946,2700,A6,190
AUDI,14444,2013,Dizel ,Limuzina ,195000,1968,A6,163
AUDI,3500,2003,Dizel ,Limuzina ,220000,1900,A6,131
AUDI,8300,2007,Dizel ,Limuzina ,236384,3000,A6,232
AUDI,6500,2005,Dizel ,Limuzina ,215000,1998,A6,140
AUDI,7100,2006,Dizel ,Limuzina ,300000,1996,A6,139
AUDI,1900,2000,Dizel ,Limuzina ,232000,2500,A6,131
AUDI,5550,2006,Dizel ,Karavan ,300000,2998,A6,224
AUDI,28990,2016,Dizel ,Limuzina ,85500,1968,A6,190
AUDI,9200,2009,Dizel ,Limuzina ,184100,2697,A6,190
AUDI,5500,2008,Dizel ,Karavan ,289832,2967,A6,232
AUDI,7500,2008,Dizel ,Limuzina ,239000,1968,A6,140
AUDI,9990,2011,Dizel ,Limuzina ,259000,1968,A6,170
AUDI,3300,2002,Dizel ,Limuzina ,247000,1900,A6,129
AUDI,3500,2004,Dizel ,Karavan ,257000,1896,A6,131
AUDI,23900,2016,Dizel ,Limuzina ,154889,1968,A6,190
AUDI,17000,2011,Dizel ,Limuzina ,270000,2997,A6,245
AUDI,15000,2013,Dizel ,Limuzina ,170000,2000,A6,235
AUDI,7450,2009,Dizel ,Limuzina ,178000,1968,A6,140
AUDI,13110,2012,Dizel ,Limuzina ,171641,1968,A6,177
AUDI,8800,2008,Dizel ,Limuzina ,202000,2698,A6,179
AUDI,8000,2008,Dizel ,Limuzina ,265000,2000,A6,140
AUDI,10000,2011,Dizel ,Karavan ,280100,2000,A6,177
AUDI,5600,2007,Dizel ,Limuzina ,188469,1998,A6,140
AUDI,5100,2005,Dizel ,Limuzina ,177000,2000,A6,139
AUDI,29990,2016,Dizel ,Limuzina ,130425,1998,A6,190
AUDI,3300,2003,Dizel ,Limuzina ,290000,1900,A6,131
AUDI,6800,2007,Dizel ,Limuzina ,251320,1968,A6,140
AUDI,1600,2000,Dizel ,Karavan ,250000,2495,A6,179
AUDI,10500,2010,Dizel ,Limuzina ,175560,2967,A6,239
AUDI,16000,2012,Dizel ,Limuzina ,244000,1968,A6,177
AUDI,5000,2005,Dizel ,Karavan ,290000,3000,A6,224
AUDI,7290,2007,Dizel ,Karavan ,235000,1998,A6,140
AUDI,2100,1998,Benzin + Gas (TNG) ,Limuzina ,353000,1800,A6,150
AUDI,3100,2002,Dizel ,Karavan ,212886,2496,A6,163
AUDI,5700,2005,Dizel ,Limuzina ,260000,2000,A6,140
AUDI,7200,2007,Dizel ,Karavan ,223000,2000,A6,140
AUDI,5150,2005,Dizel ,Limuzina ,190000,1997,A6,140
AUDI,10000,2009,Dizel ,Limuzina ,305122,1986,A6,170
AUDI,22599,2015,Dizel ,Limuzina ,169900,1968,A6,190
AUDI,2900,2004,Dizel ,Limuzina ,300000,1900,A6,150
AUDI,5450,2004,Dizel ,Limuzina ,236000,2496,A6,179
AUDI,6300,2006,Dizel ,Limuzina ,195000,1983,A6,140
AUDI,6000,2007,Dizel ,Limuzina ,342650,2967,A6,232
AUDI,2200,2002,Benzin + Gas (TNG) ,Karavan ,270000,2400,A6,170
AUDI,5100,2006,Dizel ,Limuzina ,229000,2700,A6,189
AUDI,3100,2003,Dizel ,Limuzina ,250000,2496,A6,190
AUDI,6600,2007,Dizel ,Limuzina ,159574,1968,A6,140
AUDI,3999,2002,Dizel ,Limuzina ,238652,1900,A6,140
AUDI,2000,2004,Dizel ,Limuzina ,390000,2499,A6,163
AUDI,22990,2016,Dizel ,Karavan ,201000,1986,A6,189
AUDI,6150,2007,Dizel ,Limuzina ,180000,2980,A6,234
AUDI,6510,2011,Benzin ,Karavan ,180000,1984,A6,170
AUDI,32000,2016,Dizel ,Limuzina ,85326,1996,A6,190
AUDI,18000,2013,Dizel ,Limuzina ,154000,1968,A6,177
AUDI,1350,2014,Dizel ,Limuzina ,170000,2000,A6,177
AUDI,6499,2006,Dizel ,Limuzina ,220000,2000,A6,136
AUDI,6750,2007,Dizel ,Limuzina ,144000,1986,A6,140
AUDI,6200,2005,Dizel ,Limuzina ,176000,2000,A6,139
AUDI,1900,2002,Benzin ,Karavan ,334000,2400,A6,170
AUDI,4000,2004,Dizel ,Limuzina ,280000,3000,A6,224
AUDI,6900,2005,Dizel ,Limuzina ,192320,1968,A6,140
AUDI,6200,2006,Dizel ,Limuzina ,246000,2000,A6,140
AUDI,6300,2008,Dizel ,Karavan ,205000,2000,A6,140
AUDI,15500,2012,Dizel ,Limuzina ,185000,1998,A6,177
AUDI,1750,2000,Dizel ,Limuzina ,333000,2500,A6,179
AUDI,5900,2006,Benzin ,Karavan ,199800,2000,A6,170
AUDI,6690,2007,Dizel ,Limuzina ,268000,2000,A6,140
AUDI,17000,2013,Dizel ,Limuzina ,187000,1968,A6,177
AUDI,2900,2004,Dizel ,Karavan ,250000,2500,A6,177
AUDI,1350,1997,Dizel ,Limuzina ,287000,1900,A6,102
AUDI,5800,2005,Dizel ,Limuzina ,260000,1968,A6,139
AUDI,17900,2012,Dizel ,Limuzina ,189000,1968,A6,177
AUDI,33900,2018,Dizel ,Limuzina ,11520,1968,A6,190
AUDI,28900,2017,Dizel ,Limuzina ,85000,1968,A6,190
AUDI,9900,2010,Dizel ,Limuzina ,247000,1968,A6,170
AUDI,19000,2012,Dizel ,Limuzina ,23500,2000,A6,211
AUDI,5500,2006,Dizel ,Karavan ,245000,1997,A6,140
AUDI,1400,2001,Dizel ,Karavan ,28000,2498,A6,155
AUDI,18300,2014,Dizel ,Limuzina ,144000,1998,A6,163
AUDI,17899,2013,Dizel ,Limuzina ,250950,1995,A6,177
AUDI,3500,2002,Dizel ,Limuzina ,279000,2500,A6,181
AUDI,6000,2005,Dizel ,Karavan ,250000,3000,A6,224
AUDI,12500,2009,Dizel ,Limuzina ,257000,1998,A6,136
AUDI,5900,2006,Dizel ,Karavan ,220000,2000,A6,139
AUDI,32500,2017,Dizel ,Limuzina ,150000,1998,A6,190
AUDI,5900,2005,Dizel ,Limuzina ,190000,1987,A6,140
AUDI,1500,2002,Dizel ,Karavan ,270000,2500,A6,155
AUDI,6950,2008,Dizel ,Karavan ,262900,1968,A6,136
AUDI,17200,2015,Dizel ,Karavan ,192081,1987,A6,150
AUDI,1050,1998,Dizel ,Limuzina ,385000,2500,A6,150
AUDI,19700,2014,Dizel ,Limuzina ,89772,1968,A6,177
AUDI,8900,2009,Dizel ,Limuzina ,232500,2998,A6,231
AUDI,8899,2011,Dizel ,Karavan ,202200,1995,A6,136
AUDI,15999,2013,Dizel ,Limuzina ,186000,1986,A6,177
AUDI,500,1997,Benzin + Gas (TNG) ,Limuzina ,350000,1800,A6,125
AUDI,2550,2002,Dizel ,Limuzina ,237000,2499,A6,179
AUDI,2000,2004,Dizel ,Karavan ,348567,2498,A6,162
AUDI,1999,2001,Dizel ,Limuzina ,250000,2496,A6,179
AUDI,5000,2004,Dizel ,Limuzina ,257800,1980,A6,140
AUDI,2500,1998,Benzin + Gas (TNG) ,Limuzina ,300000,2400,A6,179
AUDI,6250,2007,Dizel ,Karavan ,222310,2000,A6,140
AUDI,9000,2011,Dizel ,Karavan ,250000,1968,A6,136
AUDI,3150,2003,Dizel ,Limuzina ,250000,1900,A6,131
AUDI,3799,2004,Dizel ,Limuzina ,300000,1896,A6,131
AUDI,950,2000,Dizel ,Karavan ,280000,2486,A6,179
AUDI,5500,2005,Dizel ,Limuzina ,254000,1986,A6,140
AUDI,2500,1997,Dizel ,Karavan ,400000,2500,A6,140
AUDI,15700,2011,Dizel ,Limuzina ,187000,1998,A6,177
AUDI,25900,2016,Dizel ,Limuzina ,162000,1980,A6,190
AUDI,5500,2005,Dizel ,Limuzina ,197000,1997,A6,140
AUDI,5000,2004,Dizel ,Limuzina ,300000,2967,A6,224
AUDI,5500,2005,Dizel ,Limuzina ,312000,3000,A6,224
AUDI,4999,2005,Dizel ,Limuzina ,28000,3000,A6,223
AUDI,7200,2007,Dizel ,Limuzina ,240000,1968,A6,135
AUDI,7200,2007,Dizel ,Karavan ,280000,2000,A6,140
AUDI,16500,2012,Dizel ,Limuzina ,191000,2000,A6,177
AUDI,3300,2003,Dizel ,Karavan ,229000,1896,A6,132
AUDI,5750,2006,Dizel ,Limuzina ,265000,1997,A6,140
AUDI,4500,2005,Dizel ,Limuzina ,347583,3000,A6,223
AUDI,10500,2010,Dizel ,Limuzina ,220000,2000,A6,139
AUDI,6200,2004,Dizel ,Limuzina ,250000,2970,A6,224
AUDI,5450,2006,Dizel ,Karavan ,286453,1968,A6,140
AUDI,7499,2005,Dizel ,Limuzina ,275000,1993,A6,139
AUDI,22000,2001,Benzin ,Limuzina ,122000,2698,A6,250
AUDI,10500,2010,Dizel ,Limuzina ,248500,2000,A6,136
AUDI,11000,2011,Dizel ,Limuzina ,235000,1968,A6,170
AUDI,16200,2014,Dizel ,Limuzina ,226000,2000,A6,189
AUDI,5750,2004,Dizel ,Limuzina ,215000,1968,A6,140
AUDI,12990,2012,Dizel ,Limuzina ,182521,1968,A6,177
AUDI,13800,2012,Dizel ,Limuzina ,298185,2967,A6,245
AUDI,3500,2002,Benzin ,Limuzina ,220000,1780,A6,150
AUDI,21750,2015,Dizel ,Limuzina ,131000,2000,A6,136
AUDI,5950,2006,Dizel ,Limuzina ,232150,2000,A6,140
AUDI,14300,2013,Dizel ,Limuzina ,183181,1968,A6,177
AUDI,23900,2015,Dizel ,Limuzina ,153500,1968,A6,190
AUDI,2999,2003,Dizel ,Limuzina ,213000,2500,A6,204
AUDI,1800,2002,Dizel ,Limuzina ,179971,2500,A6,155
AUDI,6499,2006,Dizel ,Limuzina ,241856,1998,A6,140
AUDI,2850,2003,Dizel ,Limuzina ,288000,1896,A6,131
AUDI,2650,2004,Dizel ,Limuzina ,330000,1900,A6,131
AUDI,12200,2011,Dizel ,Limuzina ,225000,1998,A6,170
AUDI,7250,2006,Dizel ,Karavan ,220000,1998,A6,140
AUDI,26550,2015,Dizel ,Limuzina ,77500,1999,A6,190
AUDI,17500,2011,Dizel ,Limuzina ,250129,2978,A6,245
AUDI,16000,2012,Dizel ,Limuzina ,152007,1968,A6,177
AUDI,3000,2004,Dizel ,Limuzina ,331922,2899,A6,231
AUDI,10900,2009,Dizel ,Limuzina ,210000,2000,A6,209
AUDI,5800,2005,Dizel ,Limuzina ,250000,1986,A6,140
AUDI,2500,1998,Dizel ,Karavan ,350000,1986,A6,116
AUDI,16999,2013,Dizel ,Limuzina ,184163,1998,A6,177
