Brend,Cena,Godiste,Gorivo,Karoserija,Kilometraza,Kubikaza,Model,Snaga
OPEL,4500,2009,Dizel ,Hecbek ,180000,1695,ASTRA H,125
OPEL,3500,2007,Dizel ,Kabriolet/Roadster ,203000,1910,ASTRA H,150
OPEL,1800,2001,Dizel ,Limuzina ,215000,2000,ASTRA H,101
OPEL,2999,2005,Benzin ,Hecbek ,170000,1400,ASTRA H,90
OPEL,3200,2007,Dizel ,Karavan ,210000,1910,ASTRA H,120
OPEL,4100,2009,Dizel ,Karavan ,192000,1695,ASTRA H,110
OPEL,6500,2008,Benzin ,Hecbek ,205000,1998,ASTRA H,241
OPEL,2650,2007,Benzin ,Karavan ,259000,1598,ASTRA H,116
OPEL,2999,2005,Dizel ,Karavan ,258000,1700,ASTRA H,101
OPEL,4500,2006,Benzin ,Kabriolet/Roadster ,117000,1800,ASTRA H,143
OPEL,4000,2006,Dizel ,Hecbek ,160000,1300,ASTRA H,90
OPEL,4800,2010,Benzin ,Limuzina ,126500,1598,ASTRA H,116
OPEL,2499,2005,Dizel ,Karavan ,220000,1899,ASTRA H,120
OPEL,3899,2009,Dizel ,Karavan ,223000,1700,ASTRA H,110
OPEL,1900,2006,Dizel ,Karavan ,176000,1910,ASTRA H,120
OPEL,3330,2005,Dizel ,Limuzina ,171000,1680,ASTRA H,101
OPEL,2999,2005,Benzin ,Hecbek ,136000,1398,ASTRA H,90
OPEL,3290,2008,Benzin ,Hecbek ,176000,1598,ASTRA H,116
OPEL,3299,2009,Dizel ,Karavan ,250000,1249,ASTRA H,90
OPEL,2799,2005,Dizel ,Hecbek ,263000,1700,ASTRA H,99
OPEL,3000,2006,Dizel ,Kupe ,256000,1900,ASTRA H,120
OPEL,2000,2004,Dizel ,Karavan ,219000,1686,ASTRA H,101
OPEL,3100,2008,Dizel ,Karavan ,265000,1900,ASTRA H,120
OPEL,2700,2006,Dizel ,Hecbek ,298905,1700,ASTRA H,101
OPEL,3650,2008,Dizel ,Hecbek ,135400,1686,ASTRA H,125
OPEL,2300,2006,Benzin ,Karavan ,199000,1400,ASTRA H,90
OPEL,3000,2007,Dizel ,Karavan ,119000,1700,ASTRA H,125
OPEL,3350,2006,Benzin + Gas (TNG) ,Hecbek ,177800,1598,ASTRA H,105
OPEL,2600,2005,Dizel ,Hecbek ,265000,1686,ASTRA H,80
OPEL,3100,2009,Dizel ,Karavan ,212000,1299,ASTRA H,95
OPEL,1799,2005,Dizel ,Karavan ,256652,1900,ASTRA H,120
OPEL,2450,2005,Dizel ,Hecbek ,244000,1698,ASTRA H,101
OPEL,2800,2006,Dizel ,Hecbek ,190356,1910,ASTRA H,101
OPEL,3200,2005,Benzin ,Hecbek ,195688,1600,ASTRA H,105
OPEL,3300,2009,Dizel ,Karavan ,176000,1300,ASTRA H,90
OPEL,3450,2008,Benzin ,Hecbek ,80970,1600,ASTRA H,116
OPEL,3900,2008,Dizel ,Karavan ,204000,1910,ASTRA H,101
OPEL,2400,2005,Dizel ,Karavan ,253520,1910,ASTRA H,101
OPEL,2300,2004,Dizel ,Karavan ,250000,1700,ASTRA H,101
OPEL,2950,2008,Benzin + Gas (TNG) ,Kupe ,165102,1364,ASTRA H,90
OPEL,4350,2007,Dizel ,Hecbek ,205000,1900,ASTRA H,120
OPEL,3800,2009,Dizel ,Karavan ,200831,1686,ASTRA H,110
OPEL,2500,2005,Dizel ,Karavan ,159000,1686,ASTRA H,101
OPEL,2650,2005,Dizel ,Karavan ,155000,1686,ASTRA H,101
OPEL,3050,2005,Dizel ,Limuzina ,240000,1900,ASTRA H,120
OPEL,3000,2004,Dizel ,Karavan ,240461,1700,ASTRA H,101
OPEL,4200,2008,Dizel ,Hecbek ,189276,1910,ASTRA H,120
OPEL,3200,2005,Dizel ,Karavan ,205000,1900,ASTRA H,150
OPEL,3449,2006,Dizel ,Hecbek ,195600,1700,ASTRA H,101
OPEL,3500,2005,Benzin + Gas (TNG) ,Karavan ,220000,1600,ASTRA H,105
OPEL,3300,2006,Dizel ,Hecbek ,205000,1300,ASTRA H,90
OPEL,2750,2005,Dizel ,Karavan ,251021,1700,ASTRA H,101
OPEL,2550,2004,Dizel ,Hecbek ,170000,1686,ASTRA H,101
OPEL,1700,2005,Dizel ,Karavan ,200454,1910,ASTRA H,120
OPEL,2900,2005,Dizel ,Karavan ,297000,1700,ASTRA H,80
OPEL,2450,2006,Dizel ,Karavan ,326253,1876,ASTRA H,95
OPEL,3200,2006,Dizel ,Limuzina ,270000,1910,ASTRA H,120
OPEL,3500,2006,Benzin ,Kupe ,220000,1600,ASTRA H,105
OPEL,2800,2005,Dizel ,Hecbek ,266000,1688,ASTRA H,101
OPEL,5000,2012,Benzin + Gas (TNG) ,Hecbek ,160000,1598,ASTRA H,116
OPEL,3500,2008,Dizel ,Hecbek ,231000,1300,ASTRA H,90
OPEL,3900,2009,Dizel ,Karavan ,253000,1900,ASTRA H,120
OPEL,3350,2005,Dizel ,Kupe ,17500,1700,ASTRA H,101
OPEL,2600,2006,Dizel ,Karavan ,200000,1686,ASTRA H,101
OPEL,2790,2004,Dizel ,Hecbek ,155800,1699,ASTRA H,101
OPEL,3700,2009,Dizel ,Hecbek ,205000,1700,ASTRA H,125
OPEL,2800,2007,Dizel ,Hecbek ,185500,1700,ASTRA H,101
OPEL,2550,2009,Dizel ,Karavan ,168000,1700,ASTRA H,110
OPEL,4100,2009,Dizel ,Hecbek ,157680,1900,ASTRA H,113
OPEL,2990,2008,Dizel ,Karavan ,156200,1698,ASTRA H,125
OPEL,2899,2008,Dizel ,Limuzina ,189000,1700,ASTRA H,75
OPEL,2500,2007,Benzin + Gas (TNG) ,Karavan ,200000,1600,ASTRA H,102
OPEL,3000,2006,Dizel ,Limuzina ,184000,1300,ASTRA H,90
OPEL,2700,2008,Dizel ,Karavan ,197000,1700,ASTRA H,125
OPEL,2549,2006,Benzin ,Hecbek ,220147,1798,ASTRA H,140
OPEL,4600,2007,Benzin ,Kabriolet/Roadster ,133000,1998,ASTRA H,200
OPEL,2900,2004,Benzin + Gas (TNG) ,Hecbek ,217000,1598,ASTRA H,105
OPEL,3599,2005,Dizel ,Hecbek ,207000,1693,ASTRA H,102
OPEL,2250,2007,Benzin + Gas (TNG) ,Karavan ,310000,1598,ASTRA H,105
OPEL,2800,2004,Benzin ,Hecbek ,202000,1600,ASTRA H,105
OPEL,2800,2006,Benzin ,Karavan ,173000,1598,ASTRA H,105
OPEL,2600,2004,Dizel ,Hecbek ,264000,1700,ASTRA H,101
OPEL,3150,2008,Dizel ,Karavan ,188870,1686,ASTRA H,110
OPEL,2950,2004,Benzin ,Hecbek ,168000,1598,ASTRA H,105
OPEL,2350,2005,Dizel ,Karavan ,215000,1700,ASTRA H,82
OPEL,3990,2008,Dizel ,Hecbek ,193455,1686,ASTRA H,125
OPEL,2799,2007,Dizel ,Karavan ,181246,1686,ASTRA H,101
OPEL,2800,2006,Dizel ,Hecbek ,206600,1700,ASTRA H,101
OPEL,2200,2004,Dizel ,Hecbek ,189000,1686,ASTRA H,101
OPEL,3200,2008,Benzin ,Karavan ,156000,1800,ASTRA H,140
OPEL,2799,2004,Dizel ,Karavan ,207000,1910,ASTRA H,120
OPEL,2900,2008,Dizel ,Karavan ,299092,1700,ASTRA H,101
OPEL,3550,2008,Dizel ,Hecbek ,19100,1700,ASTRA H,110
OPEL,2000,2005,Dizel ,Karavan ,244000,1700,ASTRA H,101
OPEL,3200,2007,Dizel ,Karavan ,110000,1248,ASTRA H,90
OPEL,3600,2007,Dizel ,Hecbek ,194000,1700,ASTRA H,125
OPEL,3000,2004,Benzin + Gas (TNG) ,Hecbek ,130000,1796,ASTRA H,125
OPEL,1250,2006,Dizel ,Hecbek ,141000,1300,ASTRA H,75
OPEL,3150,2009,Dizel ,Karavan ,216000,1686,ASTRA H,110
OPEL,3100,2007,Dizel ,Hecbek ,220000,1686,ASTRA H,101
OPEL,2299,2005,Dizel ,Hecbek ,200000,1690,ASTRA H,101
OPEL,2400,2004,Dizel ,Limuzina ,200000,1700,ASTRA H,136
OPEL,3399,2007,Benzin + Gas (TNG) ,Hecbek ,178500,1600,ASTRA H,105
OPEL,2450,2005,Dizel ,Hecbek ,198000,1686,ASTRA H,101
OPEL,2290,2004,Dizel ,Hecbek ,224870,1690,ASTRA H,101
OPEL,3450,2010,Benzin ,Hecbek ,190000,1390,ASTRA H,82
OPEL,2950,2007,Benzin ,Hecbek ,22000,1800,ASTRA H,140
OPEL,2900,2004,Benzin ,Hecbek ,225000,1400,ASTRA H,90
OPEL,2700,2006,Dizel ,Karavan ,260000,1900,ASTRA H,150
OPEL,2600,2005,Dizel ,Karavan ,325000,1900,ASTRA H,150
OPEL,2900,2006,Dizel ,Karavan ,364269,1700,ASTRA H,101
OPEL,2400,2006,Dizel ,Karavan ,240000,1910,ASTRA H,120
OPEL,2850,2004,Benzin ,Limuzina ,203000,1389,ASTRA H,90
OPEL,2600,2005,Benzin + Gas (TNG) ,Karavan ,205000,1600,ASTRA H,101
OPEL,4100,2010,Dizel ,Karavan ,183640,1686,ASTRA H,110
OPEL,3100,2006,Dizel ,Karavan ,238000,1900,ASTRA H,150
OPEL,3300,2005,Dizel ,Limuzina ,181290,1686,ASTRA H,101
OPEL,3300,2007,Dizel ,Karavan ,177441,1300,ASTRA H,90
OPEL,2950,2006,Dizel ,Karavan ,181443,1900,ASTRA H,101
OPEL,3400,2007,Dizel ,Karavan ,174400,1910,ASTRA H,120
OPEL,3690,2007,Benzin ,Hecbek ,104000,1364,ASTRA H,90
OPEL,2950,2008,Dizel ,Karavan ,181500,1698,ASTRA H,101
OPEL,2790,2006,Dizel ,Karavan ,190000,1686,ASTRA H,101
OPEL,4590,2010,Benzin ,Hecbek ,107000,1598,ASTRA H,116
OPEL,3150,2004,Dizel ,Hecbek ,180800,1686,ASTRA H,101
OPEL,2790,2006,Dizel ,Karavan ,156315,1689,ASTRA H,101
OPEL,3099,2006,Dizel ,Hecbek ,188050,1910,ASTRA H,120
OPEL,3299,2006,Dizel ,Hecbek ,157750,1686,ASTRA H,101
OPEL,3000,2005,Dizel ,Karavan ,188000,1700,ASTRA H,101
OPEL,3000,2005,Dizel ,Hecbek ,240159,1910,ASTRA H,120
OPEL,2299,2005,Dizel ,Karavan ,181000,1698,ASTRA H,101
OPEL,2650,2005,Dizel ,Karavan ,229000,1700,ASTRA H,101
OPEL,2300,2004,Dizel ,Hecbek ,267000,1686,ASTRA H,101
OPEL,2850,2004,Dizel ,Hecbek ,278300,1700,ASTRA H,101
OPEL,2600,2004,Dizel ,Karavan ,256613,1685,ASTRA H,101
OPEL,2999,2004,Dizel ,Karavan ,203704,1910,ASTRA H,120
OPEL,2699,2007,Dizel ,Hecbek ,171320,1910,ASTRA H,101
OPEL,2800,2006,Benzin ,Karavan ,170528,1596,ASTRA H,105
OPEL,3000,2005,Dizel ,Karavan ,250000,1900,ASTRA H,150
OPEL,3400,2007,Benzin + Gas (TNG) ,Karavan ,165000,1600,ASTRA H,116
OPEL,3000,2008,Dizel ,Hecbek ,218000,1686,ASTRA H,125
OPEL,3290,2007,Dizel ,Hecbek ,200676,1686,ASTRA H,125
OPEL,3300,2007,Dizel ,Hecbek ,228500,1680,ASTRA H,101
OPEL,2450,2007,Dizel ,Karavan ,209128,1700,ASTRA H,102
OPEL,3150,2009,Dizel ,Limuzina ,174200,1686,ASTRA H,110
OPEL,3400,2007,Benzin + Gas (TNG) ,Kupe ,182000,1364,ASTRA H,90
OPEL,2600,2005,Benzin ,Hecbek ,192300,1600,ASTRA H,103
OPEL,2700,2006,Dizel ,Hecbek ,185000,1685,ASTRA H,101
OPEL,5200,2007,Benzin ,Kabriolet/Roadster ,128000,1998,ASTRA H,238
OPEL,3350,2004,Dizel ,Karavan ,202000,1686,ASTRA H,101
OPEL,3400,2007,Dizel ,Hecbek ,197226,1686,ASTRA H,125
OPEL,4500,2005,Benzin ,Kupe ,185510,1998,ASTRA H,298
OPEL,3900,2007,Dizel ,Hecbek ,102764,1248,ASTRA H,90
OPEL,2099,2005,Dizel ,Karavan ,200000,1900,ASTRA H,120
OPEL,3399,2007,Dizel ,Hecbek ,209590,1900,ASTRA H,120
OPEL,2200,2009,Dizel ,Karavan ,220000,1700,ASTRA H,99
OPEL,3250,2005,Benzin ,Hecbek ,127550,1364,ASTRA H,90
OPEL,2600,2006,Dizel ,Karavan ,210520,1686,ASTRA H,101
OPEL,3100,2007,Dizel ,Hecbek ,167000,1690,ASTRA H,101
OPEL,2150,2005,Benzin ,Karavan ,165100,1364,ASTRA H,90
OPEL,2700,2006,Benzin ,Hecbek ,211000,1600,ASTRA H,105
OPEL,2600,2004,Dizel ,Hecbek ,188000,1686,ASTRA H,101
OPEL,3299,2006,Dizel ,Hecbek ,248000,1686,ASTRA H,101
OPEL,3000,2006,Dizel ,Karavan ,153400,1700,ASTRA H,101
OPEL,2750,2005,Dizel ,Hecbek ,192286,1686,ASTRA H,101
OPEL,3300,2005,Dizel ,Kupe ,228500,1900,ASTRA H,150
OPEL,2300,2006,Dizel ,Karavan ,252000,1910,ASTRA H,101
OPEL,2750,2005,Dizel ,Hecbek ,183000,1686,ASTRA H,101
OPEL,3300,2007,Dizel ,Hecbek ,199000,1686,ASTRA H,125
OPEL,2200,2006,Dizel ,Karavan ,250000,1700,ASTRA H,99
OPEL,2650,2006,Dizel ,Limuzina ,220000,1900,ASTRA H,106
OPEL,3700,2007,Dizel ,Kupe ,190000,1910,ASTRA H,120
OPEL,2090,2006,Benzin ,Karavan ,225000,1796,ASTRA H,125
OPEL,2750,2005,Dizel ,Limuzina ,217324,1296,ASTRA H,90
OPEL,3700,2009,Dizel ,Kupe ,194000,1700,ASTRA H,90
OPEL,2650,2005,Benzin ,Hecbek ,202000,1600,ASTRA H,105
OPEL,2200,2006,Dizel ,Hecbek ,234788,1686,ASTRA H,101
OPEL,2900,2006,Dizel ,Kupe ,185000,1900,ASTRA H,105
OPEL,3000,2006,Dizel ,Hecbek ,235000,1686,ASTRA H,101
OPEL,3100,2006,Dizel ,Karavan ,220000,1700,ASTRA H,101
OPEL,3990,2007,Benzin ,Hecbek ,117000,1364,ASTRA H,90
OPEL,2800,2006,Dizel ,Hecbek ,380000,1900,ASTRA H,101
OPEL,2600,2006,Dizel ,Karavan ,210000,1900,ASTRA H,120
OPEL,2500,2005,Benzin ,Kupe ,200000,1600,ASTRA H,101
OPEL,3400,2007,Dizel ,Karavan ,185000,1686,ASTRA H,110
OPEL,2700,2005,Benzin ,Karavan ,156749,1600,ASTRA H,105
OPEL,1550,2004,Dizel ,Hecbek ,200000,1680,ASTRA H,101
OPEL,3000,2004,Benzin ,Hecbek ,184720,1598,ASTRA H,105
OPEL,2199,2005,Dizel ,Hecbek ,242931,1910,ASTRA H,120
OPEL,2200,2004,Dizel ,Karavan ,210586,1700,ASTRA H,109
OPEL,2400,2005,Dizel ,Karavan ,317700,1700,ASTRA H,101
OPEL,2550,2005,Benzin ,Karavan ,144270,1598,ASTRA H,105
OPEL,3199,2007,Dizel ,Karavan ,204000,1900,ASTRA H,101
OPEL,2200,2004,Dizel ,Hecbek ,272492,1700,ASTRA H,80
OPEL,3550,2007,Dizel ,Hecbek ,160000,1698,ASTRA H,125
OPEL,3900,2009,Dizel ,Karavan ,180360,1686,ASTRA H,110
OPEL,3200,2006,Dizel ,Hecbek ,220000,1900,ASTRA H,120
OPEL,2300,2006,Dizel ,Hecbek ,289400,1900,ASTRA H,101
OPEL,3750,2007,Dizel ,Kupe ,230000,1900,ASTRA H,120
OPEL,3200,2007,Dizel ,Hecbek ,229000,1248,ASTRA H,90
OPEL,3099,2006,Dizel ,Hecbek ,198880,1686,ASTRA H,101
OPEL,4200,2009,Dizel ,Kupe ,170042,1686,ASTRA H,125
OPEL,2800,2007,Dizel ,Karavan ,240000,1700,ASTRA H,80
OPEL,2350,2006,Dizel ,Karavan ,297013,1700,ASTRA H,101
OPEL,2500,2006,Dizel ,Hecbek ,200708,1686,ASTRA H,101
OPEL,2300,2005,Dizel ,Karavan ,197000,1900,ASTRA H,120
OPEL,4700,2007,Dizel ,Limuzina ,187000,1699,ASTRA H,110
OPEL,2599,2006,Dizel ,Karavan ,197974,1699,ASTRA H,109
OPEL,3650,2010,Dizel ,Karavan ,168200,1686,ASTRA H,110
OPEL,3200,2004,Dizel ,Hecbek ,163562,1686,ASTRA H,101
OPEL,2700,2005,Dizel ,Karavan ,187741,1686,ASTRA H,101
OPEL,4690,2009,Benzin ,Hecbek ,127000,1598,ASTRA H,116
OPEL,3100,2006,Dizel ,Karavan ,174000,1900,ASTRA H,101
OPEL,3599,2006,Dizel ,Hecbek ,177000,1898,ASTRA H,120
OPEL,2999,2007,Dizel ,Karavan ,196000,1686,ASTRA H,101
OPEL,2590,2005,Dizel ,Hecbek ,216000,1700,ASTRA H,80
OPEL,2200,2004,Dizel ,Hecbek ,245000,1700,ASTRA H,101
OPEL,2200,2004,Dizel ,Limuzina ,269300,1700,ASTRA H,103
OPEL,2650,2005,Benzin ,Karavan ,190000,1598,ASTRA H,105
OPEL,3100,2008,Dizel ,Hecbek ,220000,1686,ASTRA H,101
OPEL,1890,2006,Dizel ,Hecbek ,186300,1900,ASTRA H,101
OPEL,2800,2005,Dizel ,Karavan ,263000,1900,ASTRA H,150
OPEL,2250,2005,Dizel ,Karavan ,270000,1900,ASTRA H,120
OPEL,3900,2009,Dizel ,Karavan ,180000,1900,ASTRA H,101
OPEL,4150,2007,Benzin + Gas (TNG) ,Kabriolet/Roadster ,280000,1800,ASTRA H,139
OPEL,2500,2006,Dizel ,Karavan ,238000,1300,ASTRA H,90
OPEL,2799,2006,Dizel ,Hecbek ,172774,1248,ASTRA H,90
OPEL,2700,2006,Benzin + Gas (TNG) ,Karavan ,262927,1364,ASTRA H,90
OPEL,2550,2004,Dizel ,Hecbek ,206000,1680,ASTRA H,101
OPEL,3499,2008,Dizel ,Kupe ,169624,1686,ASTRA H,110
OPEL,2150,2006,Dizel ,Karavan ,180000,1687,ASTRA H,101
OPEL,3800,2005,Dizel ,Karavan ,205000,1700,ASTRA H,101
OPEL,3399,2008,Benzin ,Kupe ,163000,1364,ASTRA H,90
OPEL,2750,2007,Dizel ,Karavan ,149000,1686,ASTRA H,101
OPEL,2399,2005,Dizel ,Karavan ,273625,1810,ASTRA H,101
OPEL,4699,2007,Dizel ,Kabriolet/Roadster ,80500,1910,ASTRA H,150
OPEL,2850,2005,Dizel ,Karavan ,178300,1700,ASTRA H,101
OPEL,2899,2006,Dizel ,Karavan ,430000,1700,ASTRA H,101
OPEL,3300,2008,Dizel ,Karavan ,165231,1686,ASTRA H,110
OPEL,2750,2008,Dizel ,Karavan ,159697,1686,ASTRA H,125
OPEL,2400,2005,Dizel ,Hecbek ,238000,1700,ASTRA H,80
OPEL,4000,2008,Benzin + Gas (TNG) ,Hecbek ,231000,1800,ASTRA H,139
OPEL,2499,2005,Dizel ,Karavan ,214514,1686,ASTRA H,80
OPEL,3300,2007,Dizel ,Hecbek ,163700,1300,ASTRA H,90
OPEL,2500,2005,Dizel ,Hecbek ,211000,1686,ASTRA H,101
OPEL,2990,2006,Dizel ,Kupe ,240000,1690,ASTRA H,101
OPEL,2700,2006,Dizel ,Karavan ,237000,1284,ASTRA H,90
OPEL,2500,2004,Dizel ,Hecbek ,229000,1686,ASTRA H,101
OPEL,3000,2006,Dizel ,Hecbek ,190000,1700,ASTRA H,75
OPEL,3550,2006,Dizel ,Kabriolet/Roadster ,196000,1900,ASTRA H,150
OPEL,2990,2005,Dizel ,Hecbek ,245000,1700,ASTRA H,80
OPEL,3000,2005,Benzin + Gas (TNG) ,Hecbek ,260000,2000,ASTRA H,170
OPEL,2600,2005,Benzin ,Hecbek ,141000,1598,ASTRA H,105
OPEL,2800,2005,Dizel ,Hecbek ,240000,1686,ASTRA H,101
OPEL,3890,2010,Benzin ,Karavan ,172500,1598,ASTRA H,116
OPEL,3350,2007,Dizel ,Karavan ,202000,1700,ASTRA H,101
OPEL,3450,2008,Dizel ,Kupe ,185000,1900,ASTRA H,120
OPEL,3300,2007,Dizel ,Kupe ,278000,1700,ASTRA H,102
OPEL,2900,2004,Dizel ,Hecbek ,274000,1700,ASTRA H,101
OPEL,3999,2006,Dizel ,Hecbek ,193000,1700,ASTRA H,101
OPEL,3500,2009,Dizel ,Karavan ,22000,1700,ASTRA H,117
OPEL,3000,2004,Dizel ,Hecbek ,171978,1700,ASTRA H,99
OPEL,2450,2006,Dizel ,Karavan ,165498,1700,ASTRA H,101
OPEL,3450,2006,Dizel ,Hecbek ,227000,1300,ASTRA H,90
OPEL,3990,2007,Dizel ,Hecbek ,180250,1300,ASTRA H,90
OPEL,2500,2004,Dizel ,Hecbek ,195000,1686,ASTRA H,101
OPEL,2700,2006,Benzin ,Hecbek ,212000,1400,ASTRA H,90
OPEL,3099,2005,Dizel ,Karavan ,227000,1686,ASTRA H,101
OPEL,2500,2008,Benzin ,Karavan ,191000,1598,ASTRA H,116
OPEL,3900,2011,Dizel ,Karavan ,148000,1900,ASTRA H,150
OPEL,2850,2006,Dizel ,Karavan ,207000,1686,ASTRA H,101
OPEL,2650,2004,Dizel ,Karavan ,180000,1686,ASTRA H,101
OPEL,2900,2005,Dizel ,Hecbek ,228000,1900,ASTRA H,150
OPEL,3450,2007,Dizel ,Karavan ,199000,1910,ASTRA H,120
OPEL,3000,2007,Dizel ,Hecbek ,200000,1910,ASTRA H,150
OPEL,3000,2006,Dizel ,Karavan ,195200,1910,ASTRA H,120
OPEL,2500,2006,Benzin ,Kupe ,246000,1390,ASTRA H,90
OPEL,3300,2007,Dizel ,Karavan ,224000,1700,ASTRA H,125
OPEL,2350,2004,Dizel ,Hecbek ,193000,1680,ASTRA H,101
OPEL,2500,2004,Dizel ,Karavan ,260000,1920,ASTRA H,150
OPEL,2250,2004,Dizel ,Karavan ,240000,1695,ASTRA H,80
OPEL,2290,2005,Dizel ,Karavan ,223930,1910,ASTRA H,120
OPEL,2399,2005,Dizel ,Karavan ,43000,1700,ASTRA H,80
OPEL,2750,2005,Dizel ,Hecbek ,185100,1910,ASTRA H,150
OPEL,2499,2005,Dizel ,Karavan ,200000,1700,ASTRA H,101
OPEL,3680,2009,Dizel ,Karavan ,249000,1700,ASTRA H,102
OPEL,3000,2005,Dizel ,Hecbek ,251000,1700,ASTRA H,101
OPEL,3099,2006,Benzin ,Karavan ,187000,1598,ASTRA H,105
OPEL,2950,2008,Dizel ,Karavan ,209983,1700,ASTRA H,101
OPEL,4100,2009,Dizel ,Hecbek ,218000,1686,ASTRA H,125
OPEL,4000,2005,Dizel ,Karavan ,215500,1900,ASTRA H,120
OPEL,2600,2005,Dizel ,Hecbek ,185000,1700,ASTRA H,101
OPEL,2500,2006,Dizel ,Karavan ,316000,1900,ASTRA H,150
OPEL,2400,2005,Dizel ,Karavan ,213021,1700,ASTRA H,101
OPEL,2850,2005,Dizel ,Karavan ,183000,1700,ASTRA H,101
OPEL,3100,2005,Benzin ,Hecbek ,158000,1598,ASTRA H,105
OPEL,4600,2011,Benzin + Gas (TNG) ,Hecbek ,203000,1600,ASTRA H,118
OPEL,3400,2005,Dizel ,Kupe ,176000,1910,ASTRA H,150
OPEL,3200,2005,Benzin ,Hecbek ,155587,1598,ASTRA H,105
OPEL,2650,2006,Dizel ,Karavan ,185000,1300,ASTRA H,90
OPEL,2650,2007,Benzin + Gas (TNG) ,Hecbek ,245000,1396,ASTRA H,90
OPEL,3300,2007,Dizel ,Kupe ,173000,1700,ASTRA H,125
OPEL,2800,2006,Dizel ,Hecbek ,199217,1910,ASTRA H,101
OPEL,2999,2010,Dizel ,Karavan ,213000,1686,ASTRA H,110
OPEL,3900,2006,Dizel ,Kupe ,201000,1900,ASTRA H,101
OPEL,3100,2004,Dizel ,Hecbek ,200000,1686,ASTRA H,101
OPEL,3099,2008,Benzin ,Hecbek ,112000,1589,ASTRA H,116
OPEL,4000,2004,Benzin ,Hecbek ,217771,2000,ASTRA H,170
OPEL,7300,2007,Benzin ,Hecbek ,228000,2000,ASTRA H,241
OPEL,6200,2011,Benzin ,Hecbek ,44000,1598,ASTRA H,116
OPEL,4000,2006,Benzin ,Kabriolet/Roadster ,175000,1998,ASTRA H,170
OPEL,2900,2006,Dizel ,Hecbek ,192000,1248,ASTRA H,90
OPEL,3300,2009,Dizel ,Karavan ,283000,1699,ASTRA H,109
OPEL,2650,2006,Dizel ,Karavan ,211500,1686,ASTRA H,102
OPEL,3999,2007,Dizel ,Karavan ,186000,1700,ASTRA H,125
OPEL,2599,2005,Dizel ,Hecbek ,167110,1910,ASTRA H,150
OPEL,2850,2005,Dizel ,Hecbek ,229800,1299,ASTRA H,90
OPEL,3750,2008,Dizel ,Hecbek ,107000,1686,ASTRA H,110
OPEL,2500,2005,Benzin + Gas (TNG) ,Hecbek ,300000,1364,ASTRA H,90
OPEL,2750,2006,Dizel ,Hecbek ,220000,1700,ASTRA H,101
OPEL,2750,2006,Dizel ,Hecbek ,182537,1700,ASTRA H,102
OPEL,2800,2006,Dizel ,Karavan ,149700,1910,ASTRA H,101
OPEL,2199,2005,Dizel ,Hecbek ,243000,1670,ASTRA H,101
OPEL,1500,2005,Dizel ,Karavan ,260000,1700,ASTRA H,77
OPEL,3300,2007,Dizel ,Karavan ,255000,1900,ASTRA H,150
OPEL,3300,2008,Dizel ,Karavan ,215049,1900,ASTRA H,102
OPEL,2300,2004,Dizel ,Limuzina ,222000,1690,ASTRA H,101
OPEL,3190,2007,Dizel ,Karavan ,166000,1900,ASTRA H,120
OPEL,2900,2005,Benzin ,Limuzina ,152000,1364,ASTRA H,90
OPEL,3700,2009,Dizel ,Karavan ,177003,1686,ASTRA H,110
OPEL,3600,2004,Dizel ,Hecbek ,138000,1700,ASTRA H,101
OPEL,4999,2008,Dizel ,Kabriolet/Roadster ,236000,1910,ASTRA H,150
OPEL,3300,2007,Dizel ,Karavan ,240000,1700,ASTRA H,101
OPEL,2200,2005,Dizel ,Karavan ,224000,1700,ASTRA H,101
OPEL,3150,2007,Dizel ,Hecbek ,224000,1910,ASTRA H,120
OPEL,3620,2006,Dizel ,Hecbek ,195000,1300,ASTRA H,90
OPEL,2750,2005,Dizel ,Karavan ,171672,1686,ASTRA H,80
OPEL,2300,2006,Dizel ,Karavan ,198000,1900,ASTRA H,101
OPEL,3200,2005,Benzin + Gas (TNG) ,Karavan ,240000,1600,ASTRA H,105
OPEL,3150,2008,Dizel ,Hecbek ,150000,1900,ASTRA H,120
OPEL,2649,2005,Dizel ,Karavan ,201333,1686,ASTRA H,109
OPEL,3150,2005,Benzin ,Hecbek ,159532,1580,ASTRA H,105
OPEL,2400,2006,Dizel ,Karavan ,243288,1910,ASTRA H,75
OPEL,2850,2007,Dizel ,Karavan ,298000,1910,ASTRA H,120
OPEL,3150,2006,Dizel ,Limuzina ,145000,1300,ASTRA H,90
OPEL,2650,2005,Benzin ,Karavan ,180000,1400,ASTRA H,109
OPEL,2900,2004,Dizel ,Limuzina ,218686,1700,ASTRA H,102
OPEL,2400,2005,Dizel ,Karavan ,285000,1686,ASTRA H,101
OPEL,3650,2010,Benzin ,Hecbek ,237836,1364,ASTRA H,90
OPEL,3000,2004,Benzin ,Hecbek ,262000,1400,ASTRA H,90
OPEL,3000,2004,Dizel ,Limuzina ,200000,1700,ASTRA H,75
OPEL,3400,2009,Dizel ,Karavan ,189000,1700,ASTRA H,110
OPEL,2650,2006,Dizel ,Kupe ,250000,1700,ASTRA H,101
OPEL,2500,2005,Benzin ,Limuzina ,145132,1364,ASTRA H,90
OPEL,2950,2005,Dizel ,Karavan ,204000,1900,ASTRA H,120
OPEL,2550,2005,Dizel ,Karavan ,188200,1698,ASTRA H,80
